Row ID,Customer ID,Customer Name,Segment,Country,City,State,Sales
329,PO-19180,Philisse Overcash,Home Office,Myanmar,Taungoo,Bago,138
330,PO-19180,Philisse Overcash,Home Office,Myanmar,Magway City,Magway,11.96
331,DM-13525,Don Miller,Corporate,Myanmar,Pyinoolwin,Mandalay,772.68
332,DM-13525,Don Miller,Corporate,Myanmar,Taungoo,Bago,210.68
333,DM-13525,Don Miller,Corporate,Myanmar,Pathein,Ayeyarwady,78.8
334,DM-13525,Don Miller,Corporate,Myanmar,Magway City,Magway,19.99
335,SH-20395,Shahid Hopkins,Consumer,Myanmar,Myingyan,Magway,31.95
336,AG-10495,Andrew Gjertsen,Corporate,Myanmar,Kanbalu,Sagaing,418.32
337,AG-10495,Andrew Gjertsen,Corporate,Myanmar,Kanbalu,Sagaing,123.858
338,CA-12775,Cynthia Arntzen,Consumer,Myanmar,Kanbalu,Sagaing,175.23
339,CA-12775,Cynthia Arntzen,Consumer,Myanmar,Kanbalu,Sagaing,125.99
340,CA-12775,Cynthia Arntzen,Consumer,Myanmar,Kanbalu,Sagaing,23
341,GH-14425,Gary Hwang,Consumer,Myanmar,Thanlyin,Yangon,12.828
342,YS-21880,Yana Sorensen,Corporate,Myanmar,Pathein,Ayeyarwady,465.18
343,RO-19780,Rose O'Brian,Consumer,Myanmar,Pyay,Bago,14.592
344,AZ-10750,Annie Zypern,Consumer,Myanmar,Magway City,Magway,36.63
345,LE-16810,Laurel Elliston,Consumer,Myanmar,Pathein,Ayeyarwady,29.9
346,SZ-20035,Sam Zeldin,Home Office,Myanmar,Pyinoolwin,Mandalay,24.56
347,PG-18895,Paul Gonzalez,Consumer,Myanmar,Pyay,Bago,479.984
348,CC-12670,Craig Carreira,Consumer,Myanmar,Yangon,Yangon,21.98
349,PG-18895,Paul Gonzalez,Consumer,Myanmar,Magway City,Magway,12.6
350,MP-17470,Mark Packer,Home Office,Myanmar,Myeik,Tanintharyi,899.136
351,MP-17470,Mark Packer,Home Office,Myanmar,Pyinoolwin,Mandalay,626.352
352,KA-16525,Kelly Andreada,Consumer,Myanmar,Pyay,Bago,17.9
353,DL-12925,Daniel Lacy,Consumer,Myanmar,Meiktila,Mandalay,263.96
354,RK-19300,Ralph Kennedy,Consumer,Myanmar,Myingyan,Magway,209.67
355,DL-12925,Daniel Lacy,Consumer,Myanmar,Meiktila,Mandalay,135.72
356,MP-17470,Mark Packer,Home Office,Myanmar,Pathein,Ayeyarwady,71.76
357,MP-17470,Mark Packer,Home Office,Myanmar,Magway City,Magway,51.84
358,KA-16525,Kelly Andreada,Consumer,Myanmar,Yangon,Yangon,81.96
359,MP-17470,Mark Packer,Home Office,Myanmar,Magway City,Magway,19.9
360,DL-12925,Daniel Lacy,Consumer,Myanmar,Meiktila,Mandalay,12.56
361,EB-14110,Eugene Barchas,Consumer,Myanmar,Magway City,Magway,15.56
362,KD-16270,Karen Daniels,Consumer,Myanmar,Pakokku,Magway,4899.93
363,KD-16270,Karen Daniels,Consumer,Myanmar,Pakokku,Magway,836.592
364,KD-16270,Karen Daniels,Consumer,Myanmar,Pakokku,Magway,362.92
365,KD-16270,Karen Daniels,Consumer,Myanmar,Pakokku,Magway,26.38
366,FP-14320,Frank Preis,Consumer,Myanmar,Myeik,Tanintharyi,1317.492
367,DW-13540,Don Weiss,Consumer,Myanmar,Pathein,Ayeyarwady,88.04
368,FP-14320,Frank Preis,Consumer,Myanmar,Magway City,Magway,63.84
369,TB-21175,Thomas Boland,Corporate,Myanmar,Magway City,Magway,20.7
370,TB-21175,Thomas Boland,Corporate,Myanmar,Magway City,Magway,14.352
371,TB-21175,Thomas Boland,Corporate,Myanmar,Magway City,Magway,10.95
372,FP-14320,Frank Preis,Consumer,Myanmar,Magway City,Magway,3.592
373,NZ-18565,Nick Zandusky,Home Office,Myanmar,Pyay,Bago,2.496
374,SU-20665,Stephanie Ulpright,Home Office,Myanmar,Pathein,Ayeyarwady,75.06
375,SU-20665,Stephanie Ulpright,Home Office,Myanmar,Magway City,Magway,30.84
376,SU-20665,Stephanie Ulpright,Home Office,Myanmar,Magway City,Magway,30.53
377,AB-10060,Adam Bellavance,Home Office,Myanmar,Magway City,Magway,4355.168
378,PG-18820,Patrick Gardner,Consumer,Myanmar,Pyay,Bago,468.9
379,JA-15970,Joseph Airdo,Consumer,Myanmar,Kanbalu,Sagaing,376.74
380,PG-18820,Patrick Gardner,Consumer,Myanmar,Taungoo,Bago,191.82
381,PG-18820,Patrick Gardner,Consumer,Myanmar,Pathein,Ayeyarwady,72.48
382,AB-10060,Adam Bellavance,Home Office,Myanmar,Magway City,Magway,49.12
383,JA-15970,Joseph Airdo,Consumer,Myanmar,Kanbalu,Sagaing,29.52
384,JA-15970,Joseph Airdo,Consumer,Myanmar,Kanbalu,Sagaing,26.4
385,AB-10060,Adam Bellavance,Home Office,Myanmar,Magway City,Magway,24.56
386,JA-15970,Joseph Airdo,Consumer,Myanmar,Kanbalu,Sagaing,24.1
387,JA-15970,Joseph Airdo,Consumer,Myanmar,Kanbalu,Sagaing,11.96
388,PG-18820,Patrick Gardner,Consumer,Myanmar,Magway City,Magway,10.95
389,JA-15970,Joseph Airdo,Consumer,Myanmar,Kanbalu,Sagaing,8.78
390,AB-10060,Adam Bellavance,Home Office,Myanmar,Magway City,Magway,6.79
391,AB-10060,Adam Bellavance,Home Office,Myanmar,Magway City,Magway,3.048
392,GM-14680,Greg Matthias,Consumer,Myanmar,Pyay,Bago,330.588
393,GZ-14470,Gary Zandusky,Consumer,Myanmar,Myeik,Tanintharyi,23.92
394,RD-19480,Rick Duston,Consumer,Myanmar,Myingyan,Mandalay,17.31
395,AB-10105,Adrian Barton,Consumer,Myanmar,Taungoo,Bago,117.96
396,CC-12475,Cindy Chapman,Consumer,Myanmar,Magway City,Magway,45.576
397,CC-12475,Cindy Chapman,Consumer,Myanmar,Magway City,Magway,44.94
398,EH-13765,Edward Hooks,Corporate,Myanmar,Pyay,Bago,11.232
399,EH-13765,Edward Hooks,Corporate,Myanmar,Yangon,Yangon,30.18
400,EH-13765,Edward Hooks,Corporate,Myanmar,Yangon,Yangon,51.648
401,KD-16270,Karen Daniels,Consumer,Myanmar,Pathein,Ayeyarwady,75.48
402,KD-16270,Karen Daniels,Consumer,Myanmar,Magway City,Magway,39.98
403,TC-20980,Tamara Chand,Corporate,Myanmar,Kyaukse,Mandalay,17499.95
404,TC-20980,Tamara Chand,Corporate,Myanmar,Kyaukse,Mandalay,735.98
405,TT-21265,Tim Taslimi,Corporate,Myanmar,Magway City,Magway,61.44
406,TC-20980,Tamara Chand,Corporate,Myanmar,Kyaukse,Mandalay,34.37
407,TC-20980,Tamara Chand,Corporate,Myanmar,Kyaukse,Mandalay,33.96
408,TC-20980,Tamara Chand,Corporate,Myanmar,Kyaukse,Mandalay,32.48
409,JF-15190,Jamie Frazer,Consumer,Myanmar,Pyay,Bago,415.176
410,JF-15190,Jamie Frazer,Consumer,Myanmar,Magway City,Magway,54.96
411,JF-15190,Jamie Frazer,Consumer,Myanmar,Magway City,Magway,35.232
412,BH-11710,Brosina Hoffman,Consumer,Myanmar,Pathein,Ayeyarwady,479.95
413,BH-11710,Brosina Hoffman,Consumer,Myanmar,Pathein,Ayeyarwady,447.86
414,BH-11710,Brosina Hoffman,Consumer,Myanmar,Pathein,Ayeyarwady,166.44
415,ZD-21925,Zuschuss Donatelli,Consumer,Myanmar,Myingyan,Mandalay,259.96
416,ZD-21925,Zuschuss Donatelli,Consumer,Myanmar,Myingyan,Mandalay,71.12
417,DK-13225,Dean Katz,Corporate,Myanmar,Pyinoolwin,Mandalay,706.86
418,EB-13870,Emily Burns,Consumer,Myanmar,Pyinoolwin,Mandalay,599.292
419,MM-17920,Michael Moore,Consumer,Myanmar,Myingyan,Mandalay,581.96
420,MM-17920,Michael Moore,Consumer,Myanmar,Myingyan,Mandalay,29.98
421,RF-19345,Randy Ferguson,Corporate,Myanmar,Hlegu,Yangon,10.08
422,EH-14185,Evan Henry,Consumer,Myanmar,Pyinoolwin,Mandalay,588.784
423,EN-13780,Edward Nazzal,Consumer,Myanmar,Myeik,Tanintharyi,1349.85
424,EN-13780,Edward Nazzal,Consumer,Myanmar,Taungoo,Bago,136.784
425,EN-13780,Edward Nazzal,Consumer,Myanmar,Magway City,Magway,61.12
426,EN-13780,Edward Nazzal,Consumer,Myanmar,Magway City,Magway,14.94
427,RB-19465,Rick Bensley,Home Office,Myanmar,Yangon,Yangon,25.4
428,RB-19465,Rick Bensley,Home Office,Myanmar,Yangon,Yangon,71.976
429,RB-19465,Rick Bensley,Home Office,Myanmar,Yangon,Yangon,177.48
430,CV-12295,Christina VanderZanden,Consumer,Myanmar,Magway City,Magway,63.94
431,CV-12295,Christina VanderZanden,Consumer,Myanmar,Magway City,Magway,60.6
432,CV-12295,Christina VanderZanden,Consumer,Myanmar,Magway City,Magway,22.72
433,MF-17665,Maureen Fritzler,Corporate,Myanmar,Hlegu,Yangon,50.496
434,AS-10285,Alejandro Savely,Corporate,Myanmar,Yangon,Yangon,209.88
435,EB-13840,Ellis Ballard,Corporate,Myanmar,Pyay,Bago,212.88
436,BM-11140,Becky Martin,Consumer,Myanmar,Taungoo,Bago,193.86
437,BM-11140,Becky Martin,Consumer,Myanmar,Taungoo,Bago,182.94
438,BM-11140,Becky Martin,Consumer,Myanmar,Pathein,Ayeyarwady,113.79
439,BM-11140,Becky Martin,Consumer,Myanmar,Pathein,Ayeyarwady,78.15
440,BM-11140,Becky Martin,Consumer,Myanmar,Magway City,Magway,40.56
441,BM-11140,Becky Martin,Consumer,Myanmar,Magway City,Magway,1.728
442,AJ-10795,Anthony Johnson,Corporate,Myanmar,Thanlyin,Yangon,191.472
443,AJ-10795,Anthony Johnson,Corporate,Myanmar,Thanlyin,Yangon,59.184
444,AJ-10795,Anthony Johnson,Corporate,Myanmar,Thanlyin,Yangon,5.248
445,JL-15235,Janet Lee,Consumer,Myanmar,Pathein,Ayeyarwady,360.38
446,KB-16600,Ken Brennan,Corporate,Myanmar,Yangon,Yangon,61.38
447,JL-15235,Janet Lee,Consumer,Myanmar,Pathein,Ayeyarwady,14.94
448,JL-15235,Janet Lee,Consumer,Myanmar,Pathein,Ayeyarwady,11.16
449,PK-19075,Pete Kriz,Consumer,Myanmar,Kanbalu,Sagaing,242.94
450,PK-19075,Pete Kriz,Consumer,Myanmar,Kanbalu,Sagaing,194.94
451,MV-17485,Mark Van Huff,Consumer,Myanmar,Taungoo,Bago,192.16
452,PK-19075,Pete Kriz,Consumer,Myanmar,Kanbalu,Sagaing,91.36
453,PK-19075,Pete Kriz,Consumer,Myanmar,Kanbalu,Sagaing,70.95
454,FW-14395,Fred Wasserman,Corporate,Myanmar,Magway City,Magway,43.6
455,PK-19075,Pete Kriz,Consumer,Myanmar,Kanbalu,Sagaing,22.05
456,PK-19075,Pete Kriz,Consumer,Myanmar,Kanbalu,Sagaing,12.22
457,MA-17995,Michelle Arnett,Home Office,Myanmar,Yamethin,Mandalay,104.9
458,MA-17995,Michelle Arnett,Home Office,Myanmar,Yamethin,Mandalay,51.75
459,MA-17995,Michelle Arnett,Home Office,Myanmar,Yamethin,Mandalay,39.68
460,NP-18700,Nora Preis,Consumer,Myanmar,Yangon,Yangon,479.72
461,JG-15160,James Galang,Consumer,Myanmar,Pyay,Bago,465.18
462,IM-15070,Irene Maddox,Consumer,Myanmar,Yangon,Yangon,407.976
463,AH-10690,Anna Häberlin,Corporate,Myanmar,Pathein,Ayeyarwady,70.88
464,LM-17065,Liz MacKendrick,Consumer,Myanmar,Magway City,Magway,38.34
465,MO-17500,Mary O'Rourke,Consumer,Myanmar,Pyinoolwin,Mandalay,722.352
466,MO-17500,Mary O'Rourke,Consumer,Myanmar,Magway City,Magway,31.86
467,KL-16555,Kelly Lampkin,Corporate,Myanmar,Thanlyin,Yangon,207.984
468,KL-16555,Kelly Lampkin,Corporate,Myanmar,Thanlyin,Yangon,88.768
469,KL-16555,Kelly Lampkin,Corporate,Myanmar,Thanlyin,Yangon,36.112
470,KL-16555,Kelly Lampkin,Corporate,Myanmar,Thanlyin,Yangon,35.568
471,GT-14710,Greg Tran,Consumer,Myanmar,Yangon,Yangon,35.89
472,GT-14710,Greg Tran,Consumer,Myanmar,Yangon,Yangon,47.208
473,GT-14710,Greg Tran,Consumer,Myanmar,Yangon,Yangon,59.808
474,GT-14710,Greg Tran,Consumer,Myanmar,Yangon,Yangon,156.792
475,GT-14710,Greg Tran,Consumer,Myanmar,Yangon,Yangon,189.7
476,GT-14710,Greg Tran,Consumer,Myanmar,Yangon,Yangon,248.08
477,GT-14710,Greg Tran,Consumer,Myanmar,Yangon,Yangon,431.976
478,Dl-13600,Dorris liebe,Corporate,Myanmar,Pyinoolwin,Mandalay,658.746
479,SF-20200,Sarah Foster,Consumer,Myanmar,Magway City,Magway,3.64
480,CJ-12010,Caroline Jumper,Consumer,Myanmar,Myeik,Tanintharyi,3999.95
481,CJ-12010,Caroline Jumper,Consumer,Myanmar,Pyay,Bago,442.764
482,CJ-12010,Caroline Jumper,Consumer,Myanmar,Taungoo,Bago,199.95
483,CJ-12010,Caroline Jumper,Consumer,Myanmar,Pathein,Ayeyarwady,85.232
484,CJ-12010,Caroline Jumper,Consumer,Myanmar,Magway City,Magway,63.68
485,CJ-12010,Caroline Jumper,Consumer,Myanmar,Magway City,Magway,44.4
486,RD-19810,Ross DeVincentis,Home Office,Myanmar,Magway City,Magway,32.4
487,DW-13585,Dorothy Wardle,Corporate,Myanmar,Pyay,Bago,179.97
488,LW-17215,Luke Weiss,Consumer,Myanmar,Myingyan,Magway,359.97
489,LW-17215,Luke Weiss,Consumer,Myanmar,Myingyan,Magway,276.784
490,LW-17215,Luke Weiss,Consumer,Myanmar,Myingyan,Magway,263.96
491,MJ-17740,Max Jones,Consumer,Myanmar,Yangon,Yangon,27.68
492,LW-17215,Luke Weiss,Consumer,Myanmar,Myingyan,Magway,116.82
493,LW-17215,Luke Weiss,Consumer,Myanmar,Myingyan,Magway,12.96
494,SP-20650,Stephanie Phelps,Corporate,Myanmar,Monywa,Sagaing,207.144
495,ZC-21910,Zuschuss Carroll,Consumer,Myanmar,Hlegu,Yangon,1363.96
496,GB-14575,Giulietta Baptist,Consumer,Myanmar,Pathein,Ayeyarwady,113.6
497,ZC-21910,Zuschuss Carroll,Consumer,Myanmar,Hlegu,Yangon,102.36
498,GB-14575,Giulietta Baptist,Consumer,Myanmar,Pathein,Ayeyarwady,69.456
499,SP-20650,Stephanie Phelps,Corporate,Myanmar,Monywa,Sagaing,13.9
500,GB-14575,Giulietta Baptist,Consumer,Myanmar,Magway City,Magway,12.96
501,JL-15505,Jeremy Lonsdale,Consumer,Myanmar,Pyay,Bago,388.704
502,JL-15505,Jeremy Lonsdale,Consumer,Myanmar,Magway City,Magway,34.4
503,JL-15505,Jeremy Lonsdale,Consumer,Myanmar,Magway City,Magway,17.04
504,JL-15505,Jeremy Lonsdale,Consumer,Myanmar,Magway City,Magway,8.26
505,GB-14530,George Bell,Corporate,Myanmar,Labutta,Ayeyarwady,211.96
506,CC-12220,Chris Cortes,Consumer,Myanmar,Pyay,Bago,19.296
507,ZD-21925,Zuschuss Donatelli,Consumer,Myanmar,Thanlyin,Yangon,823.96
508,CC-12220,Chris Cortes,Consumer,Myanmar,Yangon,Yangon,107.984
509,ZD-21925,Zuschuss Donatelli,Consumer,Myanmar,Thanlyin,Yangon,15.984
510,MG-17875,Michael Grace,Home Office,Myanmar,Taungoo,Bago,207.48
511,TR-21325,Toby Ritter,Consumer,Myanmar,Yangon,Yangon,30.87
512,TR-21325,Toby Ritter,Consumer,Myanmar,Yangon,Yangon,43.13
513,SW-20350,Sean Wendt,Home Office,Myanmar,Kanbalu,Sagaing,517.9
514,EB-13750,Edward Becker,Corporate,Myanmar,Yangon,Yangon,35.352
515,SW-20350,Sean Wendt,Home Office,Myanmar,Kanbalu,Sagaing,5.28
516,SS-20590,Sonia Sunley,Consumer,Myanmar,Yangon,Yangon,93.98
517,PS-18970,Paul Stevenson,Home Office,Myanmar,Magway City,Magway,8
518,BF-11215,Benjamin Farhat,Home Office,Myanmar,Dawei,Tanintharyi,692.94
519,JD-15895,Jonathan Doherty,Corporate,Myanmar,Pyay,Bago,408.006
520,JD-15895,Jonathan Doherty,Corporate,Myanmar,Taungoo,Bago,165.28
521,TS-21610,Troy Staebel,Consumer,Myanmar,Magway City,Magway,14.624
522,LH-17155,Logan Haushalter,Consumer,Myanmar,Monywa,Sagaing,61.929
523,LH-17155,Logan Haushalter,Consumer,Myanmar,Monywa,Sagaing,59.98
524,LH-17155,Logan Haushalter,Consumer,Myanmar,Monywa,Sagaing,10.9
525,KB-16585,Ken Black,Corporate,Myanmar,Yangon,Yangon,69.98
526,KB-16585,Ken Black,Corporate,Myanmar,Yangon,Yangon,79.92
527,CJ-12010,Caroline Jumper,Consumer,Myanmar,Chauk,Magway,176.784
528,RD-19720,Roger Demir,Consumer,Myanmar,Pyay,Bago,11.96
529,BD-11770,Bryan Davis,Consumer,Myanmar,Pyay,Bago,7.38
530,BD-11770,Bryan Davis,Consumer,Myanmar,Pyay,Bago,14.256
531,BD-11770,Bryan Davis,Consumer,Myanmar,Pyay,Bago,39.624
532,PN-18775,Parhena Norris,Home Office,Myanmar,Magway City,Magway,59.48
533,BD-11770,Bryan Davis,Consumer,Myanmar,Pyay,Bago,81.98
534,PN-18775,Parhena Norris,Home Office,Myanmar,Magway City,Magway,6.69
535,SW-20275,Scott Williamson,Consumer,Myanmar,Myeik,Tanintharyi,881.93
536,SH-19975,Sally Hughsby,Corporate,Myanmar,Magway City,Magway,49.848
537,SH-19975,Sally Hughsby,Corporate,Myanmar,Magway City,Magway,20.368
538,SW-20275,Scott Williamson,Consumer,Myanmar,Magway City,Magway,3.64
539,DL-13315,Delfina Latchford,Consumer,Myanmar,Pyay,Bago,361.92
540,AP-10915,Arthur Prichep,Consumer,Myanmar,Yangon,Yangon,35.1
541,AP-10915,Arthur Prichep,Consumer,Myanmar,Yangon,Yangon,44.75
542,DL-13315,Delfina Latchford,Consumer,Myanmar,Pathein,Ayeyarwady,80.58
543,AP-10915,Arthur Prichep,Consumer,Myanmar,Yangon,Yangon,65.34
544,BW-11110,Bart Watters,Corporate,Myanmar,Magway City,Magway,62.82
545,AP-10915,Arthur Prichep,Consumer,Myanmar,Yangon,Yangon,123.92
546,AP-10915,Arthur Prichep,Consumer,Myanmar,Yangon,Yangon,153.552
547,SE-20110,Sanjit Engle,Consumer,Myanmar,Pyay,Bago,14.62
548,ES-14020,Erica Smith,Consumer,Myanmar,Pyay,Bago,239.97
549,SE-20110,Sanjit Engle,Consumer,Myanmar,Yangon,Yangon,53.984
550,SE-20110,Sanjit Engle,Consumer,Myanmar,Yangon,Yangon,389.97
551,LD-17005,Lisa DeCherney,Consumer,Myanmar,Kanbalu,Sagaing,257.98
552,EB-13750,Edward Becker,Corporate,Myanmar,Pyay,Bago,245.646
553,EB-13750,Edward Becker,Corporate,Myanmar,Pathein,Ayeyarwady,92.94
554,BD-11770,Bryan Davis,Consumer,Myanmar,Pathein,Ayeyarwady,83.36
555,BD-11770,Bryan Davis,Consumer,Myanmar,Magway City,Magway,59.97
556,EB-13750,Edward Becker,Corporate,Myanmar,Magway City,Magway,55.008
557,EB-13750,Edward Becker,Corporate,Myanmar,Magway City,Magway,36
558,EB-13750,Edward Becker,Corporate,Myanmar,Magway City,Magway,35.232
559,EB-13750,Edward Becker,Corporate,Myanmar,Magway City,Magway,28.14
560,JM-15265,Janet Molinari,Corporate,Myanmar,Dawei,Tanintharyi,1029.95
561,JM-15265,Janet Molinari,Corporate,Myanmar,Magway City,Magway,15.26
562,CK-12595,Clytie Kelty,Consumer,Myanmar,Magway City,Magway,29.34
563,HM-14860,Harry Marie,Corporate,Myanmar,Pyinoolwin,Mandalay,631.96
564,JM-15580,Jill Matthias,Consumer,Myanmar,Yangon,Yangon,54.9
565,HM-14860,Harry Marie,Corporate,Myanmar,Magway City,Magway,10.02
566,SC-20725,Steven Cartwright,Consumer,Myanmar,Ngwesaung,Ayeyarwady,226.56
567,SC-20725,Steven Cartwright,Consumer,Myanmar,Ngwesaung,Ayeyarwady,115.02
568,CB-12415,Christy Brittain,Consumer,Myanmar,Chauk,Magway,92.94
569,SC-20725,Steven Cartwright,Consumer,Myanmar,Ngwesaung,Ayeyarwady,68.04
570,CB-12415,Christy Brittain,Consumer,Myanmar,Chauk,Magway,52.56
571,SC-20725,Steven Cartwright,Consumer,Myanmar,Ngwesaung,Ayeyarwady,47.04
572,SC-20725,Steven Cartwright,Consumer,Myanmar,Ngwesaung,Ayeyarwady,30.84
573,NP-18700,Nora Preis,Consumer,Myanmar,Myeik,Tanintharyi,1591.02
574,NP-18700,Nora Preis,Consumer,Myanmar,Taungoo,Bago,209.148
575,CS-12490,Cindy Schnelling,Corporate,Myanmar,Taikkyi,Yangon,562.2925
576,BC-11125,Becky Castell,Home Office,Myanmar,Taungoo,Bago,145.764
577,SF-20200,Sarah Foster,Consumer,Myanmar,Pyay,Bago,10.47
578,SF-20200,Sarah Foster,Consumer,Myanmar,Pyay,Bago,11.07
579,SF-20200,Sarah Foster,Consumer,Myanmar,Yangon,Yangon,20.704
580,MG-17650,Matthew Grinstein,Home Office,Myanmar,Monywa,Sagaing,657.93
581,MG-17650,Matthew Grinstein,Home Office,Myanmar,Monywa,Sagaing,33.48
582,MG-17650,Matthew Grinstein,Home Office,Myanmar,Monywa,Sagaing,26.86
583,MG-17650,Matthew Grinstein,Home Office,Myanmar,Monywa,Sagaing,13.9
584,JC-15775,John Castell,Consumer,Myanmar,Magway City,Magway,42.93
585,BF-11020,Barry Französisch,Corporate,Myanmar,Thanlyin,Yangon,218.352
586,BF-11020,Barry Französisch,Corporate,Myanmar,Thanlyin,Yangon,23.976
587,BF-11020,Barry Französisch,Corporate,Myanmar,Thanlyin,Yangon,20.808
588,BF-11020,Barry Französisch,Corporate,Myanmar,Thanlyin,Yangon,6.264
589,CJ-12010,Caroline Jumper,Consumer,Myanmar,Thanlyin,Yangon,2803.92
590,CJ-12010,Caroline Jumper,Consumer,Myanmar,Thanlyin,Yangon,933.262
591,CJ-12010,Caroline Jumper,Consumer,Myanmar,Thanlyin,Yangon,3.328
592,KF-16285,Karen Ferguson,Home Office,Myanmar,Mandalay City,Mandalay,443.92
593,KF-16285,Karen Ferguson,Home Office,Myanmar,Mandalay City,Mandalay,169.99
594,KF-16285,Karen Ferguson,Home Office,Myanmar,Mandalay City,Mandalay,25.92
595,CK-12325,Christine Kargatis,Home Office,Myanmar,Pyay,Bago,7.58
596,CA-12775,Cynthia Arntzen,Consumer,Myanmar,Kanbalu,Sagaing,498.26
597,BN-11515,Bradley Nguyen,Consumer,Myanmar,Pathein,Ayeyarwady,114.9
598,RW-19540,Rick Wilson,Corporate,Myanmar,Yangon,Yangon,283.56
599,RW-19540,Rick Wilson,Corporate,Myanmar,Yangon,Yangon,314.6
600,CM-12655,Corinna Mitchell,Home Office,Myanmar,Myeik,Tanintharyi,1704.89
601,EB-13840,Ellis Ballard,Corporate,Myanmar,Pyay,Bago,19.44
602,EB-13840,Ellis Ballard,Corporate,Myanmar,Yangon,Yangon,81.088
603,EB-13840,Ellis Ballard,Corporate,Myanmar,Yangon,Yangon,91.84
604,EB-13840,Ellis Ballard,Corporate,Myanmar,Yangon,Yangon,451.152
605,SF-20200,Sarah Foster,Consumer,Myanmar,Taungoo,Bago,25.12
606,SF-20200,Sarah Foster,Consumer,Myanmar,Taungoo,Bago,2665.62
607,SH-19975,Sally Hughsby,Corporate,Myanmar,Pyay,Bago,15.92
608,CC-12670,Craig Carreira,Consumer,Myanmar,Pyay,Bago,221.55
609,SO-20335,Sean O'Donnell,Consumer,Myanmar,Yangon,Yangon,41.86
610,SH-19975,Sally Hughsby,Corporate,Myanmar,Yangon,Yangon,70.68
611,SO-20335,Sean O'Donnell,Consumer,Myanmar,Yangon,Yangon,141.96
612,CC-12670,Craig Carreira,Consumer,Myanmar,Magway City,Magway,20.37
613,CC-12670,Craig Carreira,Consumer,Myanmar,Magway City,Magway,17.52
614,SH-19975,Sally Hughsby,Corporate,Myanmar,Yangon,Yangon,541.24
615,DB-13555,Dorothy Badders,Corporate,Myanmar,Pathein,Ayeyarwady,441.96
616,DB-13555,Dorothy Badders,Corporate,Myanmar,Pathein,Ayeyarwady,68.04
617,DB-13555,Dorothy Badders,Corporate,Myanmar,Pathein,Ayeyarwady,59.52
618,DB-13555,Dorothy Badders,Corporate,Myanmar,Pathein,Ayeyarwady,57.96
619,BE-11335,Bill Eplett,Home Office,Myanmar,Monywa,Sagaing,1928.78
620,AC-10615,Ann Chong,Corporate,Myanmar,Myeik,Tanintharyi,1282.41
621,BE-11335,Bill Eplett,Home Office,Myanmar,Monywa,Sagaing,1199.8
622,BE-11335,Bill Eplett,Home Office,Myanmar,Monywa,Sagaing,352.38
623,AC-10615,Ann Chong,Corporate,Myanmar,Pyay,Bago,254.526
624,AC-10615,Ann Chong,Corporate,Myanmar,Pyay,Bago,238
625,AC-10615,Ann Chong,Corporate,Myanmar,Taungoo,Bago,197.97
626,AC-10615,Ann Chong,Corporate,Myanmar,Taungoo,Bago,167.97
627,AC-10615,Ann Chong,Corporate,Myanmar,Magway City,Magway,26.432
628,AC-10615,Ann Chong,Corporate,Myanmar,Magway City,Magway,23.1
629,SU-20665,Stephanie Ulpright,Home Office,Myanmar,Yangon,Yangon,215.976
630,AC-10615,Ann Chong,Corporate,Myanmar,Magway City,Magway,18.9
631,AC-10615,Ann Chong,Corporate,Myanmar,Magway City,Magway,17.12
632,AC-10615,Ann Chong,Corporate,Myanmar,Magway City,Magway,12.98
633,AC-10615,Ann Chong,Corporate,Myanmar,Magway City,Magway,11.54
634,AC-10615,Ann Chong,Corporate,Myanmar,Magway City,Magway,4.92
635,FG-14260,Frank Gastineau,Home Office,Myanmar,Pyay,Bago,8.94
636,RW-19630,Rob Williams,Corporate,Myanmar,Magway City,Magway,65.99
637,BP-11155,Becky Pak,Consumer,Myanmar,Magway City,Magway,49.12
638,FG-14260,Frank Gastineau,Home Office,Myanmar,Yangon,Yangon,84.784
639,KH-16630,Ken Heidel,Corporate,Myanmar,Yangon,Yangon,23.85
640,MK-17905,Michael Kennedy,Corporate,Myanmar,Hlegu,Yangon,47.96
641,DB-12910,Daniel Byrd,Home Office,Myanmar,Kawhmu,Yangon,45.66
642,KN-16390,Katherine Nockton,Corporate,Myanmar,Pyay,Bago,384.768
643,KN-16390,Katherine Nockton,Corporate,Myanmar,Pathein,Ayeyarwady,78.66
644,KN-16390,Katherine Nockton,Corporate,Myanmar,Magway City,Magway,45.36
645,GD-14590,Giulietta Dortch,Corporate,Myanmar,Taungoo,Bago,1099.5
646,JK-15640,Jim Kriz,Home Office,Myanmar,Pyay,Bago,7.992
647,JK-15640,Jim Kriz,Home Office,Myanmar,Yangon,Yangon,59.98
648,JK-15640,Jim Kriz,Home Office,Myanmar,Yangon,Yangon,1687.8
649,JK-15640,Jim Kriz,Home Office,Myanmar,Bago,Yangon,2395.2
650,SC-20230,Scot Coram,Corporate,Myanmar,Pyay,Bago,16.06
651,KB-16405,Katrina Bavinger,Home Office,Myanmar,Pyay,Bago,419.4
652,KB-16405,Katrina Bavinger,Home Office,Myanmar,Taungoo,Bago,181.764
653,KB-16405,Katrina Bavinger,Home Office,Myanmar,Pathein,Ayeyarwady,90.801
654,KB-16405,Katrina Bavinger,Home Office,Myanmar,Magway City,Magway,5.56
655,AC-10450,Amy Cox,Consumer,Myanmar,Dawei,Tanintharyi,1793.98
656,CC-12430,Chuck Clark,Home Office,Myanmar,Pyay,Bago,371.97
